/*----------------------- 3G (750) -----------------------*/

stream:
1413970755735,1413970756208,1413970759271,1413970775301
1413970778374,1413970778911,1413970781974,1413970797955
1413970801049,1413970801583,1413970804643,1413970820630
1413970823712,1413970824237,1413970827301,1413970843285
1413970846369,1413970846895,1413970849956,1413970865939
1413970869045,1413970869567,1413970872627,1413970888612
1413970891673,1413970892207,1413970895267,1413970911252
1413970914322,1413970914848,1413970917910,1413970933890
1413970936973,1413970937502,1413970940563,1413970956550
1413970959611,1413970960141,1413970963202,1413970979186
1413970982266,1413970982796,1413970985858,1413971001842
1413971004919,1413971005439,1413971008501,1413971024484
1413971027567,1413971028095,1413971031155,1413971047138
1413971050223,1413971050751,1413971053814,1413971069794
1413971072859,1413971073391,1413971076453,1413971092436
1413971095525,1413971096044,1413971099108,1413971115092
1413971118152,1413971118688,1413971121748,1413971137732
1413971140814,1413971141340,1413971144402,1413971160387
1413971163468,1413971163997,1413971167068,1413971183044
1413971186105,1413971186637,1413971189698,1413971205685

async:
1413971553964,1413971554882,1413971554927,1413971554990,1413971555087,1413971555147,1413971555192,1413971555915,1413971555959,1413971556004,1413971556114,1413971556240,1413971556254,1413971556943,1413971556989,1413971557037,1413971557145,1413971557290,1413971557364,1413971558067,1413971558083,1413971558131,1413971558272,1413971558286,1413971558490,1413971559165,1413971559194,1413971559223,1413971559303,1413971559334,1413971559491,1413971560181,1413971560226,1413971560271,1413971560380,1413971560426,1413971560506,1413971561208,1413971561272,1413971561302,1413971561412,1413971561458,1413971561536,1413971562303,1413971562333,1413971562348,1413971562442,1413971562551,1413971562567,1413971563337,1413971563396,1413971563442,1413971563490,1413971563661,1413971563693,1413971564428,1413971564461,1413971564515,1413971564536,1413971564665,1413971564786,1413971565458,1413971565504,1413971565551,1413971565649,1413971565788,1413971565896,1413971566583,1413971566663,1413971566678,1413971566708,1413971566882,1413971566927,1413971567662,1413971567727,1413971567770,1413971567806,1413971567928,1413971567990,1413971568771,1413971568786,1413971568865,1413971568881,1413971569021,1413971569054,1413971569817,1413971569882,1413971569912,1413971569945,1413971570068,1413971570146,1413971570819,1413971570912,1413971570946,1413971571005,1413971571162,1413971571179,1413971571942,1413971572036,1413971572051,1413971572083,1413971572179,1413971572208,1413971572946,1413971573068,1413971573099,1413971573147,1413971573207,1413971573240,1413971573958,1413971574084,1413971574129,1413971574238,1413971574271,1413971574302,1413971574974,1413971575100,1413971575145,1413971575350,1413971575414,1413971575458,1413971576086,1413971576133,1413971576239,1413971576381,1413971576538,1413971576617,1413971577117,1413971577150,1413971577333,1413971577427,1413971577478,1413971577505
1413971580570,1413971581491,1413971581568,1413971581599,1413971581696,1413971581757,1413971581786,1413971582506,1413971582601,1413971582631,1413971582709,1413971582835,1413971582868,1413971583535,1413971583629,1413971583664,1413971583739,1413971583900,1413971583958,1413971584661,1413971584694,1413971584754,1413971584882,1413971584927,1413971585069,1413971585770,1413971585802,1413971585834,1413971585912,1413971585957,1413971586099,1413971586773,1413971586833,1413971586879,1413971586989,1413971587035,1413971587113,1413971587816,1413971587881,1413971587912,1413971588020,1413971588067,1413971588147,1413971588913,1413971588943,1413971588957,1413971589051,1413971589161,1413971589176,1413971589944,1413971590004,1413971590052,1413971590098,1413971590270,1413971590303,1413971591038,1413971591067,1413971591115,1413971591145,1413971591270,1413971591397,1413971592069,1413971592114,1413971592161,1413971592259,1413971592395,1413971592504,1413971593191,1413971593273,1413971593285,1413971593317,1413971593489,1413971593535,1413971594271,1413971594335,1413971594380,1413971594415,1413971594536,1413971594598,1413971595379,1413971595398,1413971595474,1413971595488,1413971595634,1413971595661,1413971596426,1413971596489,1413971596524,1413971596550,1413971596679,1413971596754,1413971597427,1413971597523,1413971597553,1413971597615,1413971597774,1413971597787,1413971598555,1413971598646,1413971598660,1413971598691,1413971598788,1413971598820,1413971599554,1413971599679,1413971599707,1413971599755,1413971599816,1413971599849,1413971600570,1413971600694,1413971600738,1413971600849,1413971600882,1413971600910,1413971601587,1413971601708,1413971601764,1413971601957,1413971602024,1413971602067,1413971602692,1413971602739,1413971602849,1413971602988,1413971603150,1413971603223,1413971603726,1413971603756,1413971603943,1413971604004,1413971604098,1413971604114
1413971607193,1413971608101,1413971608114,1413971608207,1413971608316,1413971608380,1413971608411,1413971609129,1413971609147,1413971609238,1413971609332,1413971609442,1413971609504,1413971610148,1413971610191,1413971610270,1413971610350,1413971610552,1413971610585,1413971611271,1413971611301,1413971611319,1413971611458,1413971611568,1413971611692,1413971612379,1413971612414,1413971612426,1413971612504,1413971612583,1413971612707,1413971613427,1413971613442,1413971613473,1413971613598,1413971613629,1413971613707,1413971614476,1413971614489,1413971614522,1413971614614,1413971614644,1413971614740,1413971615540,1413971615569,1413971615597,1413971615662,1413971615740,1413971615786,1413971616523,1413971616660,1413971616675,1413971616724,1413971616864,1413971616879,1413971617644,1413971617676,1413971617739,1413971617770,1413971617880,1413971618006,1413971618646,1413971618691,1413971618786,1413971618911,1413971619004,1413971619114,1413971619789,1413971619818,1413971619911,1413971619944,1413971620114,1413971620160,1413971620863,1413971620895,1413971620990,1413971621019,1413971621191,1413971621238,1413971621944,1413971621973,1413971622068,1413971622101,1413971622272,1413971622317,1413971622991,1413971623051,1413971623114,1413971623177,1413971623335,1413971623349,1413971624038,1413971624114,1413971624159,1413971624194,1413971624394,1413971624410,1413971625179,1413971625241,1413971625274,1413971625284,1413971625410,1413971625426,1413971626162,1413971626287,1413971626302,1413971626364,1413971626426,1413971626457,1413971627195,1413971627300,1413971627357,1413971627456,1413971627509,1413971627509,1413971628195,1413971628316,1413971628363,1413971628601,1413971628630,1413971628661,1413971629285,1413971629351,1413971629488,1413971629598,1413971629741,1413971629817,1413971630334,1413971630397,1413971630551,1413971630646,1413971630693,1413971630725
1413971633788,1413971634709,1413971634785,1413971634816,1413971634911,1413971634975,1413971635007,1413971635724,1413971635816,1413971635851,1413971635927,1413971636052,1413971636081,1413971636755,1413971636847,1413971636883,1413971636957,1413971637115,1413971637175,1413971637883,1413971637911,1413971637972,1413971638099,1413971638144,1413971638287,1413971638988,1413971639020,1413971639053,1413971639128,1413971639175,1413971639319,1413971639991,1413971640050,1413971640097,1413971640208,1413971640253,1413971640335,1413971641035,1413971641098,1413971641129,1413971641239,1413971641284,1413971641367,1413971642132,1413971642160,1413971642176,1413971642269,1413971642379,1413971642394,1413971643160,1413971643224,1413971643269,1413971643315,1413971643489,1413971643519,1413971644259,1413971644285,1413971644335,1413971644363,1413971644492,1413971644616,1413971645287,1413971645332,1413971645378,1413971645476,1413971645614,1413971645723,1413971646414,1413971646492,1413971646504,1413971646534,1413971646709,1413971646754,1413971647492,1413971647550,1413971647597,1413971647629,1413971647754,1413971647832,1413971648597,1413971648614,1413971648693,1413971648708,1413971648850,1413971648878,1413971649646,1413971649708,1413971649742,1413971649769,1413971649894,1413971649972,1413971650644,1413971650742,1413971650772,1413971650831,1413971650988,1413971651004,1413971651774,1413971651865,1413971651878,1413971651909,1413971652007,1413971652035,1413971652773,1413971652896,1413971652929,1413971652972,1413971653034,1413971653068,1413971653785,1413971653911,1413971653956,1413971654066,1413971654099,1413971654130,1413971654801,1413971654937,1413971654972,1413971655175,1413971655239,1413971655284,1413971655909,1413971655956,1413971656066,1413971656208,1413971656363,1413971656442,1413971656945,1413971656972,1413971657161,1413971657255,1413971657303,1413971657334
1413971660400,1413971661334,1413971661396,1413971661425,1413971661522,1413971661583,1413971661613,1413971662335,1413971662427,1413971662459,1413971662535,1413971662662,1413971662695,1413971663364,1413971663457,1413971663490,1413971663567,1413971663727,1413971663785,1413971664491,1413971664519,1413971664581,1413971664708,1413971664753,1413971664895,1413971665600,1413971665630,1413971665662,1413971665738,1413971665784,1413971665927,1413971666597,1413971666659,1413971666707,1413971666817,1413971666862,1413971666943,1413971667648,1413971667707,1413971667739,1413971667847,1413971667894,1413971667972,1413971668739,1413971668769,1413971668784,1413971668878,1413971668989,1413971669005,1413971669769,1413971669835,1413971669878,1413971669926,1413971670098,1413971670130,1413971670863,1413971670896,1413971670943,1413971670972,1413971671100,1413971671222,1413971671897,1413971671943,1413971671989,1413971672084,1413971672221,1413971672332,1413971673019,1413971673097,1413971673114,1413971673144,1413971673316,1413971673362,1413971674099,1413971674162,1413971674206,1413971674239,1413971674366,1413971674443,1413971675206,1413971675221,1413971675299,1413971675316,1413971675461,1413971675489,1413971676257,1413971676317,1413971676350,1413971676379,1413971676503,1413971676581,1413971677254,1413971677347,1413971677381,1413971677440,1413971677598,1413971677614,1413971678380,1413971678472,1413971678487,1413971678518,1413971678615,1413971678644,1413971679381,1413971679504,1413971679534,1413971679583,1413971679645,1413971679676,1413971680397,1413971680521,1413971680565,1413971680676,1413971680706,1413971680738,1413971681413,1413971681535,1413971681581,1413971681786,1413971681847,1413971681893,1413971682518,1413971682565,1413971682674,1413971682820,1413971682973,1413971683050,1413971683552,1413971683582,1413971683769,1413971683865,1413971683909,1413971683940
1413971687028,1413971687942,1413971688003,1413971688049,1413971688144,1413971688209,1413971688237,1413971688974,1413971689054,1413971689080,1413971689159,1413971689268,1413971689315,1413971689989,1413971690097,1413971690112,1413971690190,1413971690347,1413971690393,1413971691112,1413971691162,1413971691206,1413971691316,1413971691379,1413971691519,1413971692239,1413971692252,1413971692283,1413971692362,1413971692409,1413971692503,1413971693285,1413971693299,1413971693331,1413971693425,1413971693490,1413971693534,1413971694303,1413971694349,1413971694362,1413971694471,1413971694503,1413971694565,1413971695379,1413971695393,1413971695441,1413971695503,1413971695583,1413971695627,1413971696366,1413971696505,1413971696519,1413971696550,1413971696707,1413971696722,1413971697491,1413971697551,1413971697584,1413971697596,1413971697722,1413971697820,1413971698492,1413971698596,1413971698629,1413971698724,1413971698830,1413971698942,1413971699629,1413971699721,1413971699753,1413971699786,1413971699943,1413971699988,1413971700707,1413971700754,1413971700847,1413971700863,1413971701035,1413971701067,1413971701788,1413971701801,1413971701909,1413971701971,1413971702098,1413971702143,1413971702846,1413971702912,1413971702955,1413971703002,1413971703176,1413971703206,1413971703880,1413971703941,1413971704006,1413971704036,1413971704239,1413971704301,1413971705002,1413971705035,1413971705096,1413971705144,1413971705252,1413971705317,1413971706018,1413971706100,1413971706127,1413971706177,1413971706283,1413971706348,1413971707035,1413971707127,1413971707163,1413971707285,1413971707332,1413971707393,1413971708022,1413971708159,1413971708193,1413971708411,1413971708491,1413971708518,1413971709144,1413971709191,1413971709300,1413971709426,1413971709600,1413971709676,1413971710178,1413971710252,1413971710396,1413971710455,1413971710536,1413971710569
1413971713619,1413971714539,1413971714614,1413971714643,1413971714740,1413971714802,1413971714830,1413971715553,1413971715645,1413971715675,1413971715752,1413971715880,1413971715913,1413971716585,1413971716677,1413971716705,1413971716784,1413971716940,1413971717003,1413971717710,1413971717737,1413971717799,1413971717925,1413971717971,1413971718113,1413971718819,1413971718846,1413971718877,1413971718957,1413971719002,1413971719143,1413971719818,1413971719878,1413971719924,1413971720034,1413971720080,1413971720162,1413971720864,1413971720924,1413971720957,1413971721066,1413971721111,1413971721194,1413971721961,1413971721988,1413971722004,1413971722097,1413971722206,1413971722222,1413971722987,1413971723049,1413971723096,1413971723143,1413971723315,1413971723346,1413971724082,1413971724115,1413971724162,1413971724189,1413971724319,1413971724439,1413971725116,1413971725163,1413971725206,1413971725300,1413971725439,1413971725551,1413971726241,1413971726316,1413971726330,1413971726361,1413971726534,1413971726580,1413971727315,1413971727380,1413971727423,1413971727457,1413971727582,1413971727661,1413971728423,1413971728440,1413971728519,1413971728534,1413971728678,1413971728708,1413971729471,1413971729533,1413971729569,1413971729595,1413971729725,1413971729802,1413971730472,1413971730569,1413971730595,1413971730659,1413971730817,1413971730830,1413971731596,1413971731694,1413971731705,1413971731737,1413971731833,1413971731862,1413971732598,1413971732720,1413971732752,1413971732799,1413971732861,1413971732895,1413971733613,1413971733737,1413971733787,1413971733893,1413971733924,1413971733956,1413971734630,1413971734753,1413971734801,1413971735002,1413971735067,1413971735112,1413971735739,1413971735783,1413971735894,1413971736033,1413971736192,1413971736270,1413971736772,1413971736800,1413971736986,1413971737082,1413971737127,1413971737163
1413971740237,1413971741149,1413971741176,1413971741252,1413971741363,1413971741408,1413971741455,1413971742176,1413971742190,1413971742284,1413971742393,1413971742486,1413971742532,1413971743205,1413971743240,1413971743315,1413971743393,1413971743597,1413971743611,1413971744316,1413971744347,1413971744380,1413971744501,1413971744612,1413971744738,1413971745423,1413971745456,1413971745470,1413971745548,1413971745627,1413971745752,1413971746470,1413971746486,1413971746520,1413971746645,1413971746674,1413971746753,1413971747521,1413971747534,1413971747564,1413971747657,1413971747690,1413971747783,1413971748584,1413971748611,1413971748644,1413971748708,1413971748786,1413971748830,1413971749568,1413971749709,1413971749721,1413971749769,1413971749909,1413971749925,1413971750690,1413971750723,1413971750784,1413971750815,1413971750924,1413971751048,1413971751691,1413971751738,1413971751834,1413971751957,1413971752048,1413971752158,1413971752833,1413971752862,1413971752954,1413971752990,1413971753158,1413971753205,1413971753908,1413971753941,1413971754036,1413971754064,1413971754237,1413971754282,1413971754987,1413971755021,1413971755112,1413971755143,1413971755314,1413971755360,1413971756068,1413971756097,1413971756158,1413971756192,1413971756392,1413971756440,1413971757066,1413971757113,1413971757209,1413971757220,1413971757488,1413971757521,1413971758161,1413971758241,1413971758283,1413971758357,1413971758508,1413971758517,1413971759192,1413971759283,1413971759333,1413971759376,1413971759534,1413971759549,1413971760192,1413971760315,1413971760392,1413971760474,1413971760579,1413971760595,1413971761207,1413971761315,1413971761424,1413971761598,1413971761705,1413971761737,1413971762330,1413971762361,1413971762519,1413971762642,1413971762819,1413971762863,1413971763376,1413971763411,1413971763600,1413971763676,1413971763751,1413971763767
1413971766832,1413971767741,1413971767772,1413971767876,1413971767941,1413971768001,1413971768036,1413971768768,1413971768798,1413971768908,1413971768955,1413971769063,1413971769111,1413971769819,1413971769830,1413971769939,1413971769974,1413971770143,1413971770189,1413971770926,1413971770987,1413971771002,1413971771096,1413971771189,1413971771284,1413971772019,1413971772064,1413971772127,1413971772144,1413971772205,1413971772300,1413971773066,1413971773079,1413971773159,1413971773237,1413971773268,1413971773345,1413971774067,1413971774111,1413971774193,1413971774267,1413971774298,1413971774393,1413971775126,1413971775192,1413971775235,1413971775316,1413971775393,1413971775423,1413971776161,1413971776267,1413971776314,1413971776360,1413971776517,1413971776534,1413971777268,1413971777314,1413971777377,1413971777393,1413971777517,1413971777644,1413971778315,1413971778330,1413971778422,1413971778517,1413971778626,1413971778769,1413971779443,1413971779474,1413971779547,1413971779567,1413971779737,1413971779800,1413971780501,1413971780584,1413971780611,1413971780659,1413971780833,1413971780861,1413971781599,1413971781628,1413971781705,1413971781735,1413971781894,1413971781938,1413971782662,1413971782707,1413971782751,1413971782798,1413971782970,1413971783001,1413971783677,1413971783736,1413971783802,1413971783832,1413971784035,1413971784095,1413971784799,1413971784829,1413971784893,1413971784938,1413971785049,1413971785112,1413971785816,1413971785896,1413971785922,1413971785969,1413971786079,1413971786145,1413971786834,1413971786924,1413971786955,1413971787079,1413971787126,1413971787188,1413971787829,1413971787956,1413971787989,1413971788207,1413971788286,1413971788314,1413971788939,1413971788986,1413971789096,1413971789224,1413971789391,1413971789473,1413971789974,1413971790048,1413971790191,1413971790256,1413971790330,1413971790364
1413971793421,1413971794332,1413971794410,1413971794438,1413971794517,1413971794595,1413971794627,1413971795347,1413971795443,1413971795470,1413971795548,1413971795674,1413971795704,1413971796380,1413971796469,1413971796501,1413971796579,1413971796737,1413971796799,1413971797505,1413971797533,1413971797594,1413971797720,1413971797766,1413971797908,1413971798614,1413971798646,1413971798673,1413971798751,1413971798798,1413971798939,1413971799610,1413971799674,1413971799719,1413971799829,1413971799876,1413971799956,1413971800658,1413971800719,1413971800753,1413971800860,1413971800907,1413971800986,1413971801754,1413971801782,1413971801797,1413971801893,1413971802001,1413971802017,1413971802785,1413971802847,1413971802891,1413971802939,1413971803113,1413971803144,1413971803876,1413971803907,1413971803953,1413971803985,1413971804115,1413971804237,1413971804910,1413971804956,1413971805000,1413971805099,1413971805237,1413971805344,1413971806033,1413971806081,1413971806125,1413971806172,1413971806345,1413971806379,1413971807114,1413971807143,1413971807220,1413971807250,1413971807409,1413971807454,1413971808172,1413971808219,1413971808314,1413971808328,1413971808501,1413971808533,1413971809253,1413971809266,1413971809360,1413971809376,1413971809549,1413971809610,1413971810302,1413971810313,1413971810391,1413971810407,1413971810641,1413971810674,1413971811409,1413971811438,1413971811487,1413971811516,1413971811674,1413971811689,1413971812425,1413971812488,1413971812531,1413971812566,1413971812673,1413971812690,1413971813458,1413971813516,1413971813564,1413971813673,1413971813719,1413971813735,1413971814504,1413971814535,1413971814594,1413971814770,1413971814846,1413971814891,1413971815596,1413971815611,1413971815688,1413971815798,1413971815969,1413971816016,1413971816629,1413971816643,1413971816782,1413971816860,1413971816942,1413971816956
